No.,Business_Name,Pre_Crash_Mode,AV,OtherVeh,Weather,Lighting,Collision_Type,Damage_Detail
212,Cruise,Conventional,Parking Manuever,Parking Manuever,Clear,Daylight,Rear End,"A Cruise autonomous vehicle (?Cruise AV?) being driven in conventional mode was involved in a collision while traveling in a private parking lot on the block located between Marina Boulevard and North Point Street on the north and south boundaries and Buchanan and Laguna Streets on the west and east boundaries, respectively. While the driver of the Cruise AV reversed out of its diagonal parking spot, another vehicle simultaneously reversing out of its diagonal parking spot on the other side made contact with the right rear corner of the Cruise AV, damaging the Cruise AV?s right rear tail lamp assembly. There were no injuries and police were not called."
213,Google,Autonomous,Stopped,Proceeding Straight,Clear,Daylight,Rear End,"A Waymo Autonomous Vehicle (?Waymo AV?) was in autonomous mode and beginning to proceed at a green traffic light to turn left from northbound Castro Street to northbound Central Expressway in Mountain View when it was rear-ended at approximately 6 MPH by a passenger vehicle. The Waymo AV sustained minor damage to the rear bumper, and the passenger vehicle left the scene without exchanging information. There were no injuries reported at the scene."
214,Google,Autonomous,Parked,Proceeding Straight,Clear,Dusk-Dawn,Rear End,"A Waymo Autonomous Vehicle (?Waymo AV?) was stopped in autonomous mode in the slip lane from southbound Whisman Station Drive to northbound Central Expressway in Mountain View when it was rear-ended. The Waymo AV was yielding to approaching traffic when a passenger vehicle made contact with the Waymo AV?s rear bumper at approximately 11 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. The Waymo AV test driver and Waymo passenger in the vehicle both reported neck pain, but declined medical treatment at the scene. No other injuries were reported."
215,Cruise,Conventional,Proceeding Straight,Stopped,Clear,Daylight,Side Swipe,"A Cruise autonomous vehicle (?Cruise AV?), operating in autonomous mode, was traveling southeast bound on Howard Street near the intersection with 9th Street when a bicyclist in the right adjacent dedicated bike lane veered away from a wayward pedestrian throwing an unknown object in the bicyclist's direction in the crosswalk. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, the bicyclist veered into the Cruise AV's lane and made contact with the right front passenger door of the Cruise AV. No injuries were reported at the scene by either party. Police were called but not dispatched to the scene. The bicyclist later reported injuries."
216,Cruise,Autonomous,Stopped,Proceeding Straight,Clear,Dark-Street Lights,Rear End,"A Cruise autonomous vehicle (?Cruise AV?), operating in autonomous mode, was traveling eastbound in a channelized lane on Beach Street near the intersection with The Embarcadero when it stopped at the traffic light and another vehicle behind the Cruise AV made contact with its rear bumper. There were no injuries reported at the scene by either party and police were not called. The Cruise AV test operators sitting in the driver?s seat and in the backseat later mentioned back pain."
217,Google,Conventional,Stopped,Proceeding Straight,Clear,Dark-Street Lights,Rear End,"A Waymo Autonomous Vehicle (?Waymo AV?) was stopped in manual mode on the interchange from eastbound Alma Street about to merge onto southbound Oregon Expressway in Palo Alto when it was rear-ended. The Waymo AV was yielding to cross-traffic when a passenger vehicle made contact with the Waymo AV?s rear bumper at approximately 1 MPH. The Waymo AV sustained minor damage to the rear bumper, and the passenger vehicle sustained no damage. There were no injuries reported at the scene. "
218,Cruise,Conventional,Slowing/Stopping,Proceeding Straight,Clear,Dark-Street Lights,Broadside,"A Cruise autonomous vehicle (?Cruise AV?), operating in autonomous mode, was traveling eastbound on 24th Street at the intersection with Mission Street when the Cruise AV yielded to an electric scooterist traveling northbound on Mission Street and violating a red light. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, the electric scooterist made contact with the right rear corner of the Cruise AV, damaging the Cruise AV?s right rear fascia and brake light. The electric scooterist left the scene without exchanging information. There were no injuries and police were not called."
219,Cruise,Autonomous,Proceeding Straight,Changing Lanes,Clear,Dark-Street Lights,Rear End,"A Cruise autonomous vehicle (?Cruise AV?), operating in autonomous mode, was traveling southwest bound on King Street between 2nd and 3rd Streets when the Cruise AV slowed down. Shortly thereafter, another vehicle, changing into the Cruise AV?s lane from the right adjacent lane, made contact with the right rear corner of the Cruise AV, damaging the Cruise AV?s right rear fascia and a radar mounting bracket. The driver of the other vehicle left the scene without exchanging information. There were no injuries and police were not called.
"
220,Cruise,Conventional,Slowing/Stopping,Passing Other Vehicle,Clear,Daylight,Side Swipe,"A Cruise autonomous vehicle (?Cruise AV?), operating in autonomous mode, was traveling southeast bound on 11th Street between Howard and Folsom Streets when the Cruise AV slowed down for a passing motorcyclist behind it. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, the motorcyclist made contact with the left rear corner of the Cruise AV. The collision resulted in damage to both the Cruise AV and the motorcycle. There were no injuries and police were not called."
221,Cruise,Conventional,Parked,Proceeding Straight,Clear,Dark-Street Lights,Side Swipe,"A Cruise autonomous vehicle (?Cruise AV?) was involved in a collision while parked in conventional mode on the westbound side of Vallejo Street near the intersection with Polk Street. While the Cruise AV was parked parallel to the curb on the street, another vehicle traveling westbound on Vallejo in the left adjacent traffic lane sideswiped and made contact with the left side of the Cruise AV and the parked vehicle in front of the Cruise AV, damaging the Cruise AV?s driver?s side mirror, camera, articulating radar assembly, and doors. The driver of the other vehicle left the scene without exchanging information. There were no injuries and police were not called. 
"
222,Cruise,Conventional,Slowing/Stopping,Stopped,Clear,Daylight,Un,"A Cruise autonomous vehicle (?Cruise AV?) being driven in conventional mode was involved in a collision while traveling eastbound on 13th Street near the intersection with Bryant Street. While pulling up behind another vehicle in the left turn lane, the driver of the Cruise AV accelerated and made contact with the other vehicle?s right rear bumper, damaging the Cruise AV?s front right headlight, front center radar, and radar assembly. There were no injuries and police were not called."
223,Lyft,Conventional,Proceeding Straight,Stopped,Clear,Daylight,Side Swipe,"On November 19, 2019 at approximately 2:04pm in clear weather, a Lyft Autonomous Vehicle (?Lyft AV?) was travelling at 29.6mph in autonomous mode northbound in the right lane on El Camino Real Blvd in Palo Alto, CA when the Safety Driver commanded manual mode with steering and brake inputs in immediate reaction to the third party vehicle in the adjacent center lane abruptly cutting in to the AV's lane, apparently attempting to make a last-second right turn onto Medical Foundation Drive.  Approximately 1.5 seconds later, the third party vehicle collided with AV which was then travelling at 14mph. The third party passenger vehicle made contact with the Lyft AV?s front left lidar sensor and the driver side fender.  Damage was limited to the third party?s passenger side door and passenger side fender, and the Lyft AV?s front bumper, left bumper lidar sensor and driver side fender. No injuries were reported and law enforcement was not called.
"
224,Zoox,Conventional,Making Left Turn,Proceeding Straight,Clear,Dark-Street Lights,Head-On,"The Zoox vehicle(1) was in conventional mode traveling southbound on 5th Street and making a protected left turn with green arrow onto
Folsom Street. The other party's vehicle(2), while being pursued by members of the San Francisco Police Department, illegally entered the
intersection from the opposite direction of travel on 5th Street at a high rate of speed and collided with the front/driver's side corner of the
Zoox vehicle(1). The force of the impact deployed all front airbags of the Zoox vehicle(1). Both occupants of the Zoox vehicle(1)
complained of minor injuries, but declined ambulance transportation"
225,Cruise,Autonomous,Making Right Turn,Making Right Turn,Clear,Dark-Street Lights,Rear End,"A Cruise autonomous vehicle (?Cruise AV?), operating in autonomous mode, was making a right turn from eastbound California Street onto southbound Hyde Street when another vehicle made contact with the Cruise AV?s rear bumper, damaging the rear fascia and the rear center radars. There were no injuries reported at the scene by either party and police were not called. Days after the collision, the Cruise AV test operator sitting in the driver's seat reported injuries. [originally filed 12/4/2019, amended 12/16/2019]"
